5009, 17440206, 0, 0, 0
10009, 17595349, 0, 0, 0
15002, 17632155, 0, 0, 0
20007, 17553021, 0, 0, 0
25008, 17664088, 0, 0, 0
30015, 17559646, 0, 0, 0
35007, 17565704, 0, 0, 0
40013, 17556572, 0, 0, 0
45012, 17530512, 0, 0, 0
50003, 17628587, 0, 0, 0
55012, 17627359, 0, 0, 0
60002, 17498470, 0, 0, 0
65014, 17578719, 0, 0, 0
70000, 17607640, 0, 0, 0
75011, 17511531, 0, 0, 0
80003, 17630166, 0, 0, 0
85011, 17624257, 0, 0, 0
90006, 17577620, 0, 0, 0
95010, 17545593, 0, 0, 0
100009, 17592162, 0, 0, 0
105003, 17516737, 0, 0, 0
110003, 17595655, 0, 0, 0
115015, 17578281, 0, 0, 0
120016, 17661901, 0, 0, 0
125010, 17513477, 0, 0, 0
130014, 17610859, 0, 0, 0
135014, 17533477, 0, 0, 0
140006, 17506098, 0, 0, 0
145008, 17729879, 0, 0, 0
150016, 17688989, 0, 0, 0
155005, 17743196, 0, 0, 0
160001, 17522625, 0, 0, 0
165014, 17640405, 0, 0, 0
170000, 17486253, 0, 0, 0
175001, 17599736, 0, 0, 0
180005, 17673403, 0, 0, 0
185005, 17598810, 0, 0, 0
190006, 17722337, 0, 0, 0
195009, 17608092, 0, 0, 0
200005, 17583461, 0, 0, 0
205011, 17555860, 0, 0, 0
210010, 17652057, 0, 0, 0
215002, 17634071, 0, 0, 0
220011, 17624789, 0, 0, 0
225012, 17602053, 0, 0, 0
230002, 17622760, 0, 0, 0
235009, 17497479, 0, 0, 0
240003, 17578880, 0, 0, 0
245010, 17559025, 0, 0, 0
250003, 17571141, 0, 0, 0
255007, 17486850, 0, 0, 0
260002, 17640226, 0, 0, 0
265015, 17517650, 0, 0, 0
270003, 17555123, 0, 0, 0
275003, 17659205, 0, 0, 0
280002, 17652152, 0, 0, 0
285012, 17820879, 0, 0, 0
290017, 17674756, 0, 0, 0
295009, 17507116, 0, 0, 0
300010, 17598806, 0, 0, 0
305016, 17493259, 0, 0, 0
310014, 17589500, 0, 0, 0
315011, 17525618, 0, 0, 0
320011, 17596282, 0, 0, 0
325011, 17658473, 0, 0, 0
330011, 17532414, 0, 0, 0
335005, 17640000, 0, 0, 0
340016, 17573211, 0, 0, 0
345012, 17579035, 0, 0, 0
350004, 17630852, 0, 0, 0
355010, 17556726, 0, 0, 0
360013, 17608951, 0, 0, 0
365013, 17658187, 0, 0, 0
370005, 17505551, 0, 0, 0
375008, 17605493, 0, 0, 0
380014, 17618831, 0, 0, 0
385005, 17625951, 0, 0, 0
390013, 17563256, 0, 0, 0
395013, 17592937, 0, 0, 0
400017, 17610391, 0, 0, 0
405009, 17567296, 0, 0, 0
410006, 17523382, 0, 0, 0
415011, 17554905, 0, 0, 0
420016, 17551649, 0, 0, 0
425016, 17595331, 0, 0, 0
430015, 17592637, 0, 0, 0
435015, 17597162, 0, 0, 0
440013, 17529056, 0, 0, 0
445009, 17582285, 0, 0, 0
450000, 17561556, 0, 0, 0
455016, 17531647, 0, 0, 0
460012, 17581792, 0, 0, 0
465001, 17556518, 0, 0, 0
470000, 17596208, 0, 0, 0
475001, 17538189, 0, 0, 0
480004, 17541856, 0, 0, 0
485011, 17562305, 0, 0, 0
490005, 17575539, 0, 0, 0
495004, 17592940, 0, 0, 0
500000, 17520744, 0, 0, 0
505000, 17656707, 0, 0, 0
510010, 17632201, 0, 0, 0
515002, 17567954, 0, 0, 0
520000, 17587514, 0, 0, 0
525016, 17590235, 0, 0, 0
530013, 17524074, 0, 0, 0
535016, 17609761, 0, 0, 0
540013, 17645375, 0, 0, 0
545008, 17516782, 0, 0, 0
550010, 17543839, 0, 0, 0
555006, 17708206, 0, 0, 0
560001, 17640057, 0, 0, 0
565005, 17550046, 0, 0, 0
570005, 17655813, 0, 0, 0
575008, 17545165, 0, 0, 0
580005, 17522295, 0, 0, 0
585001, 17646124, 0, 0, 0
590014, 17581098, 0, 0, 0
595012, 17653145, 0, 0, 0
600004, 17567123, 0, 0, 0
605003, 17593074, 0, 0, 0
610011, 17559537, 0, 0, 0
615009, 17651442, 0, 0, 0
620012, 17609352, 0, 0, 0
625008, 17458304, 0, 0, 0
630013, 17551895, 0, 0, 0
635014, 17597440, 0, 0, 0
640019, 17613014, 0, 0, 0
645003, 17541088, 0, 0, 0
650012, 17567853, 0, 0, 0
655012, 17595102, 0, 0, 0
660007, 17577592, 0, 0, 0
665014, 17560063, 0, 0, 0
670005, 17688351, 0, 0, 0
675006, 17478895, 0, 0, 0
680006, 17596849, 0, 0, 0
685019, 17579228, 0, 0, 0
690002, 17536930, 0, 0, 0
695014, 17639585, 0, 0, 0
700007, 17634371, 0, 0, 0
705022, 17584849, 0, 0, 0
710001, 17584201, 0, 0, 0
715010, 17628042, 0, 0, 0
720014, 17549537, 0, 0, 0
725000, 17547239, 0, 0, 0
730009, 17567930, 0, 0, 0
735016, 17495486, 0, 0, 0
740002, 17547725, 0, 0, 0
745010, 17626521, 0, 0, 0
750006, 17707812, 0, 0, 0
755001, 17578518, 0, 0, 0
760010, 17689696, 0, 0, 0
765009, 17717032, 0, 0, 0
770000, 17566806, 0, 0, 0
775015, 17589477, 0, 0, 0
780013, 17650071, 0, 0, 0
785002, 17496523, 0, 0, 0
790009, 17620775, 0, 0, 0
795011, 17538628, 0, 0, 0
800011, 17476325, 0, 0, 0
805014, 17546295, 0, 0, 0
810010, 17706206, 0, 0, 0
815011, 17595838, 0, 0, 0
820002, 17506035, 0, 0, 0
825002, 17658163, 0, 0, 0
830012, 17507822, 0, 0, 0
835009, 17522404, 0, 0, 0
840009, 17534393, 0, 0, 0
845012, 17546474, 0, 0, 0
850001, 17496965, 0, 0, 0
855011, 17629824, 0, 0, 0
860014, 17546523, 0, 0, 0
865000, 17546215, 0, 0, 0
870011, 17575635, 0, 0, 0
875004, 17571289, 0, 0, 0
880010, 17494350, 0, 0, 0
885008, 17650746, 0, 0, 0
890011, 17605870, 0, 0, 0
895004, 17635117, 0, 0, 0
900015, 17886618, 0, 0, 0
905007, 17568085, 0, 0, 0
910013, 17554639, 0, 0, 0
915004, 17566130, 0, 0, 0
920016, 17642599, 0, 0, 0
925012, 17582570, 0, 0, 0
930016, 17486888, 0, 0, 0
935014, 17525270, 0, 0, 0
940011, 17525204, 0, 0, 0
945008, 17521681, 0, 0, 0
950004, 17579658, 0, 0, 0
955001, 17587725, 0, 0, 0
960006, 17612560, 0, 0, 0
965007, 17599736, 0, 0, 0
970004, 17715798, 0, 0, 0
975012, 17623504, 0, 0, 0
980001, 17618792, 0, 0, 0
985003, 17541842, 0, 0, 0
990014, 17510594, 0, 0, 0
995007, 17634325, 0, 0, 0
1000014, 17559039, 0, 0, 0
1005006, 17761434, 0, 0, 0
1010002, 17706372, 0, 0, 0
1015010, 17626799, 0, 0, 0
1020007, 17521263, 0, 0, 0
1025006, 17471993, 0, 0, 0
1030014, 17561295, 0, 0, 0
1035018, 17671247, 0, 0, 0
1040004, 17609989, 0, 0, 0
1045013, 17628120, 0, 0, 0
1050013, 17660378, 0, 0, 0
1055011, 17589996, 0, 0, 0
1060009, 17588493, 0, 0, 0
1065000, 17627728, 0, 0, 0
1070011, 17634866, 0, 0, 0
1075017, 17615898, 0, 0, 0
1080015, 17530842, 0, 0, 0
1085003, 17615014, 0, 0, 0
1090012, 17566347, 0, 0, 0
1095016, 17611951, 0, 0, 0
1100002, 17543926, 0, 0, 0
1105016, 17523888, 0, 0, 0
1110009, 17572370, 0, 0, 0
1115009, 17595532, 0, 0, 0
1120001, 17630099, 0, 0, 0
1125001, 17537147, 0, 0, 0
1130003, 17539632, 0, 0, 0
1135014, 17513818, 0, 0, 0
1140009, 17577257, 0, 0, 0
1145012, 17671590, 0, 0, 0
1150006, 17512523, 0, 0, 0
1155016, 17633799, 0, 0, 0
1160000, 17600403, 0, 0, 0
1165009, 17506864, 0, 0, 0
1170007, 17524474, 0, 0, 0
1175014, 17622433, 0, 0, 0
1180009, 17642675, 0, 0, 0
1185010, 17598451, 0, 0, 0
1190002, 17566394, 0, 0, 0
1195005, 17546860, 0, 0, 0
1200001, 17581109, 0, 0, 0
5012, 17598965, 0, 0, 0
10009, 17462010, 0, 0, 0
15007, 17467318, 0, 0, 0
20016, 17625250, 0, 0, 0
25002, 17611548, 0, 0, 0
30009, 17559298, 0, 0, 0
35012, 17546649, 0, 0, 0
40003, 17627590, 0, 0, 0
45000, 17584458, 0, 0, 0
50016, 17654261, 0, 0, 0
55001, 17668046, 0, 0, 0
60011, 17506329, 0, 0, 0
65014, 17483927, 0, 0, 0
70006, 17503526, 0, 0, 0
75009, 17547807, 0, 0, 0
80003, 17696943, 0, 0, 0
85016, 17517815, 0, 0, 0
90016, 17533726, 0, 0, 0
95003, 17614396, 0, 0, 0
100014, 17571916, 0, 0, 0
105016, 17604296, 0, 0, 0
110012, 17518807, 0, 0, 0
115004, 17504358, 0, 0, 0
